('Total Revenue', '261,802,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         947149 function calls (926387 primitive calls) in 6.868 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
      196    0.000    0.000    0.000    0.000 enum.py:1292(value)
        1    0.000    0.000    0.850    0.850 request.py:1303(do_open)
       58    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      112    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
      271    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
      111    0.000    0.000    0.000    0.000 _virtualenv.py:53(find_spec)
        1    0.000    0.000    0.000    0.000 element.py:346(PageElement)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      141    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
      261    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.037    0.037 socket.py:810(create_connection)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
    59/39    0.000    0.000    0.002    0.000 typing.py:508(__getitem__)
       77    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      137    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       14    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
       90    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
      160    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      123    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       21    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
       24    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       53    0.000    0.000    0.000    0.000 __init__.py:255(escape)
    27/26    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
       25    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.075    0.075 client.py:1027(send)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
       14    0.000    0.000    0.014    0.001 css_parser.py:1135(process_selectors)
        4    0.000    0.000    0.010    0.003 element.py:1079(_find_all)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       36    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        1    0.000    0.000    6.868    6.868 financial.py:1(<module>)
        1    0.000    0.000    0.002    0.002 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.300    0.300 client.py:463(read)
    28/27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       68    0.000    0.000    0.000    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       68    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       91    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       16    0.000    0.000    0.000    0.000 request.py:611(__lt__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        2    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        1    0.000    0.000    0.850    0.850 request.py:496(open)
        1    0.000    0.000    0.037    0.037 client.py:998(connect)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
       37    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
       86    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.075    0.075 client.py:1467(connect)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       84    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.038    0.038 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.062    0.062 formatter.py:1(<module>)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        6    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.207    0.207 financial.py:30(extract_info)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
       16    0.000    0.000    0.032    0.002 css_parser.py:296(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        3    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.022    0.011 parser.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        6    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       40    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
      112    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.037    0.037 ssl.py:1313(do_handshake)
       36    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        4    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
      130    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      202    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        3    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.034    0.034 client.py:245(parse_headers)
      137    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.005    0.005 api.py:1(<module>)
        1    0.000    0.000    0.033    0.033 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.911    0.911 request.py:138(urlopen)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       94    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.075    0.075 client.py:1338(_send_request)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        2    0.000    0.000    0.410    0.205 _htmlparser.py:449(feed)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       38    0.000    0.000    0.000    0.000 typing_extensions.py:2916(_check_generic)
        1    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        1    0.000    0.000    0.001    0.001 request.py:791(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:885(__init__)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 request.py:604(add_parent)
        2    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.055    0.055 ssl.py:529(load_default_certs)
      100    0.000    0.000    0.000    0.000 element.py:2272(__eq__)
        7    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.059    0.059 request.py:1381(__init__)
        1    0.000    0.000    0.059    0.059 client.py:804(_create_https_context)
       14    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.016    0.016 _policybase.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.002    0.002 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 request.py:423(__init__)
       18    0.000    0.000    0.000    0.000 filter.py:490(_make_match_rules)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       50    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       14    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        4    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       25    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.010    0.003 filter.py:163(find_all)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        2    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        6    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.300    0.300 client.py:633(_safe_read)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      8/6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       50    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.002    0.002 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.003    0.002 <frozen codecs>:319(decode)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
       17    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       12    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
       17    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
      107    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       38    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x73bc4e556de0}
        2    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
       40    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        1    0.000    0.000    0.000    0.000 socket.py:506(detach)
       55    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        6    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        1    0.000    0.000    0.007    0.007 socket.py:946(getaddrinfo)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        4    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        2    0.000    0.000    0.410    0.205 parser.py:104(feed)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:423(_is_dunder)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        6    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        8    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        3    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        6    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        6    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.017    0.017 css_parser.py:316(__init__)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        2    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        5    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       84    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        2    0.000    0.000    0.010    0.005 element.py:2715(find_all)
       17    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        1    0.000    0.000    0.000    0.000 element.py:1486(Doctype)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
       27    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.850    0.850 request.py:1391(https_open)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        2    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
       84    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.067    0.067 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:1079(_splittype)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:518(_get_protocol_attrs)
        2    0.000    0.000    0.410    0.205 __init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       58    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 request.py:315(__init__)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
       22    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       31    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        2    0.000    0.000    0.010    0.005 element.py:2684(find)
        3    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        2    0.000    0.000    0.000    0.000 request.py:1254(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        1    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 client.py:442(flush)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
      2/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 inspect.py:3050(from_callable)
        8    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       43    0.000    0.000    0.000    0.000 enum.py:820(<genexpr>)
        4    0.000    0.000    0.000    0.000 element.py:2869(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
       17    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 request.py:370(_parse)
        1    0.000    0.000    0.075    0.075 client.py:1333(request)
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x73bc4e5b0040}
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
       20    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        3    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.004    0.004 ssl.py:430(__new__)
        3    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 request.py:1265(do_request_)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.075    0.075 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 request.py:339(full_url)
        2    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        2    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
       13    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 client.py:430(close)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
        2    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
       41    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        1    0.000    0.000    0.075    0.075 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
