"id","created_at","name","has_test","alternate_url"
""115060764"",""2025-01-06T11:54:32+0300"","-","false",""https://hh.ru/vacancy/115060764""
""115064292"",""2025-01-06T14:45:26+0300"","Junior","false",""https://hh.ru/vacancy/115064292""
