"id","created_at","name","has_test","alternate_url"
""115210704"",""2025-01-10T08:53:21+0300"","-","true",""https://hh.ru/vacancy/115210704""
""115270774"",""2025-01-10T17:45:10+0300"","-","false",""https://hh.ru/vacancy/115270774""
